acc,org,hit_len,ident_local,ident_qfull,cov,evalue,bits
WP_257454694,Archangium lipolyticum,332,48.8,47.7,97.9,1.5718e-100,310.842
WP_437936075,Sorangium sp. So ce341,341,48.8,47.7,97.6,1.60679e-100,311.227
WP_129353020,Sorangium cellulosum,340,49.4,48.3,97.6,1.87139e-100,310.842
XXY15665,Sorangium sp. So ce216,339,48.0,47.4,97.6,1.97614e-100,310.842
XXT17615,Sorangium sp. So ce429,339,48.0,47.4,97.6,2.70966e-100,310.457
WP_437777417,Sorangium sp. So ce1097,341,48.9,48.3,97.6,4.09729e-100,310.071
WP_437286322,Sorangium sp. So ce406,344,48.0,47.4,97.6,4.82219e-100,310.071
NEO62624,Moorena sp. SIO4G2,200,69.0,41.4,60.1,9.04303e-100,303.908
WP_437568717,Sorangium sp. So ce542,343,48.2,47.4,97.6,1.13946e-99,308.916
XYH95980,Sorangium sp. So ce1128,339,48.9,48.3,97.6,1.44843e-99,308.531
WP_437632055,Sorangium sp. So ce854,341,48.6,48.0,97.6,1.47999e-99,308.531
HEY0169460,Pyrinomonadaceae bacterium,335,46.3,47.1,97.3,1.65086e-99,308.145
XXX74935,Sorangium sp. So ce134,344,48.6,48.0,97.6,2.90448e-99,308.145
PCH69506,Bacteroidota bacterium,329,47.8,46.5,97.0,3.06979e-99,307.375
MCA9655145,Myxococcales bacterium,341,47.4,47.1,97.0,3.57353e-99,307.76
KYF64831,Sorangium cellulosum,344,48.6,48.0,97.6,3.73046e-99,307.76
MCA9757645,Candidatus Eiseniibacteriota bacterium,337,48.0,46.8,97.0,4.25526e-99,307.375
WP_436600916,Sorangium sp. So ce1036,341,48.8,47.7,97.6,4.74219e-99,307.375
MDY7096041,Acidobacteriota bacterium,335,47.5,46.5,97.9,4.74517e-99,306.99
WP_433929501,Sorangium cellulosum,344,48.3,47.7,97.6,4.84374e-99,307.375
HWP55783,Pyrinomonadaceae bacterium,326,50.6,49.2,97.0,6.02737e-99,306.605
WP_061613011,Sorangium,344,48.3,47.7,97.6,9.00618e-99,306.605
WP_434043077,Sorangium,344,48.3,47.7,97.6,9.50973e-99,306.605
WP_438024310,Sorangium sp. So ce233,344,48.0,47.4,97.6,1.40696e-98,306.22
MGB0522827,Flammeovirgaceae bacterium,336,47.2,45.9,97.0,1.43996e-98,305.834
WP_129579279,Sorangium,343,48.5,47.7,97.6,1.67493e-98,306.22
WP_437956345,Sorangium sp. So ce119,344,48.0,47.4,97.6,3.5475e-98,305.064
MEO0842828,Cyanobacteria bacterium J06643_5,242,63.4,43.2,68.2,9.59177e-98,300.442
KYG10180,Sorangium cellulosum,343,48.8,48.0,97.6,1.25353e-97,303.908
MGB0525668,Flammeovirgaceae bacterium,337,46.1,46.2,99.4,1.283e-97,303.523
MEO1409104,Bacteroidota bacterium,330,48.5,47.1,97.0,1.31234e-97,303.138
HEX3483096,Kofleriaceae bacterium,326,47.2,46.2,97.0,3.94007e-97,301.982
MBN1990255,Bacteroidales bacterium,334,49.5,48.3,97.0,4.20291e-97,301.982
MEM1321508,Bacteroidota bacterium,336,48.2,47.1,97.0,6.35253e-97,301.597
MIC2939973,Phycisphaerae bacterium,341,49.7,46.5,92.8,1.1415e-96,301.212
MCW3104375,Bacteroidota bacterium,328,46.6,45.3,97.0,1.31856e-96,300.827
WP_224192506,Nannocystis pusilla,340,46.4,46.2,97.6,1.46648e-96,300.827
MCL6590388,Bacillota bacterium,327,47.5,46.2,96.7,8.75872e-96,298.516
WP_419192217,Engelhardtia mirabilis,347,42.9,43.2,100.0,1.27322e-95,298.901
MDP1825010,Archangium sp.,328,46.2,45.0,97.3,2.62802e-95,297.36
MDP3504445,Myxococcales bacterium,330,46.0,45.0,97.6,2.96091e-95,297.36
MFM5961728,Dolichospermum sp.,149,93.3,41.7,44.7,3.12689e-95,290.426
HEY1404625,Pyrinomonadaceae bacterium,285,54.2,42.9,79.3,4.95e-95,295.049
MBL8933586,Archangium sp.,330,47.9,46.8,97.6,7.46461e-95,296.204
MGE0079550,Bacteroidales bacterium,331,47.5,46.2,96.7,7.87975e-95,296.204
MBM4778952,Archangiaceae bacterium,330,47.5,46.5,97.6,1.04582e-94,295.819
WP_331112641,Archangium sp.,282,50.9,43.5,85.6,1.23371e-94,293.893
MDP3155989,Archangium sp.,330,45.6,45.3,99.1,2.23946e-94,295.049
MDX2009728,Myxococcaceae bacterium,330,46.0,45.0,97.6,2.63634e-94,295.049
MDP1921155,Myxococcales bacterium,330,46.2,45.3,97.6,2.97141e-94,294.664
MEM9454566,Myxococcota bacterium,705,47.1,46.8,97.0,4.09049e-94,306.22
MDP2269437,Archangium sp.,330,45.3,45.0,99.1,5.70668e-94,293.893
WP_203407228,Archangium violaceum,340,47.2,46.2,97.9,1.21641e-93,293.508
HVE64969,Thermoanaerobaculia bacterium,303,49.5,45.0,90.4,1.27907e-93,292.352
MER2562450,Myxococcaceae bacterium,330,47.2,46.2,97.6,1.50232e-93,293.123
MDP3234732,Myxococcales bacterium,330,45.4,44.4,97.6,1.53536e-93,293.123
MEO1515207,Bacteroidota bacterium,330,46.9,45.3,96.4,3.62515e-93,291.967
MEZ4381207,Nannocystaceae bacterium,334,47.0,46.8,97.6,6.72589e-93,291.582
HZJ67316,Kofleriaceae bacterium,335,46.9,45.3,96.4,2.10523e-92,290.041
MBI1849405,Planctomycetota bacterium,328,48.2,47.1,97.6,2.95889e-92,289.656
HEY0993268,Kofleriaceae bacterium,323,46.9,45.3,96.4,3.06256e-92,289.271
WP_269036526,Nannocystis punicea,338,44.1,43.5,98.2,1.63949e-91,288.115
MEM9919771,Bacteroidota bacterium,333,46.3,45.0,97.0,1.77465e-91,287.73
MBK8263488,Nannocystis sp.,332,46.8,46.5,97.6,1.81468e-91,287.73
MBE2248315,Myxococcus sp.,330,45.9,45.0,97.6,1.93907e-91,287.73
NDD31535,Pseudomonadota bacterium,328,44.7,43.2,96.4,2.63164e-91,287.345
MEO1629112,Bacteroidota bacterium,330,46.6,45.0,96.4,2.89918e-91,286.96
MFO0596383,Myxococcaceae bacterium,329,45.6,44.7,97.6,3.30488e-91,286.96
MBT9588292,bacterium,325,47.7,46.5,97.0,3.34735e-91,286.96
MCU0659807,Polyangiaceae bacterium,338,42.7,42.3,98.5,6.24068e-91,286.574
MBL8954585,Myxococcaceae bacterium,311,46.5,45.3,97.0,7.19696e-91,285.419
MFM7381587,Microcystaceae cyanobacterium,135,96.3,39.0,40.5,1.41082e-90,278.1
WP_106313093,Chamaesiphon polymorphus,257,54.5,42.0,76.9,1.54936e-90,282.722
MHS4874149,Candidatus Polarisedimenticolales bacterium,327,46.0,45.0,97.0,1.94594e-90,285.034
MGE0494921,Vulcanimicrobiota bacterium,328,45.3,44.4,97.9,2.84519e-90,284.648
MDP2312546,Pseudomonadota bacterium,308,47.5,42.6,89.5,9.90243e-90,282.337
MBL8969176,Myxococcales bacterium,330,43.9,43.2,97.9,1.23246e-89,283.108
HEX2482665,Candidatus Methylomirabilota bacterium,345,46.2,45.9,98.5,2.43946e-89,282.722
MCA9797369,Vulcanimicrobiota bacterium,328,44.0,43.2,97.9,2.88044e-89,281.952
MFN0165974,Bryobacteraceae bacterium,332,44.5,43.8,97.6,3.30827e-89,281.952
MDJ0839306,Acidobacteriota bacterium,334,43.1,42.0,97.3,3.56425e-89,281.952
MHT7394829,Kofleriaceae bacterium,340,43.1,43.2,97.9,6.95375e-89,281.567
MEM8952119,Pseudomonadota bacterium,350,44.3,43.2,97.6,7.75425e-89,281.567
MFA5505716,Vulcanimicrobiota bacterium,325,44.6,43.8,97.9,8.93542e-89,280.796
MHT7186537,Kofleriaceae bacterium,340,42.8,42.9,97.9,9.42525e-89,281.182
MEM7203680,Planctomycetota bacterium,326,44.4,43.2,97.0,1.27812e-88,280.411
HMY22037,Polyangium sp. (in: bacteria),335,43.9,43.5,98.2,2.33234e-88,280.026
MCA9778525,Vulcanimicrobiota bacterium,328,43.5,42.9,97.9,2.76059e-88,279.641
MEW5854657,Myxococcota bacterium,330,44.0,43.2,97.6,2.87886e-88,279.641
